Time iteration=99999
i=                1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26           27           28           29           30           31           32           33           34           35           36           37           38           39           40           41           42           43           44           45           46           47           48           49           50           51           52           53           54           55           56           57           58           59           60           61           62           63           64           65           66           67           68           69           70           71           72           73           74           75           76           77           78           79           80           81           82           83           84           85           86           87           88           89           90           91           92           93           94           95           96           97           98           99          100
  delta 1
j=   1  -0.17301D-08  0.51047D-10 -0.41081D-09 -0.47967D-08  0.13116D-08 -0.39547D-08 -0.55486D-09 -0.20979D-08 -0.21682D-09  0.41599D-09 -0.13615D-08  0.12808D-08  0.28727D-10  0.15035D-09  0.58445D-09  0.81630D-09 -0.31250D-08 -0.66495D-09 -0.52502D-09 -0.76244D-10 -0.86909D-09  0.21058D-08 -0.31775D-09 -0.41789D-08 -0.33431D-08 -0.27276D-09  0.27373D-08  0.95025D-10 -0.13597D-08  0.11260D-08 -0.47527D-09 -0.18051D-09  0.27180D-08  0.38378D-08 -0.62333D-09 -0.30161D-08 -0.25053D-08 -0.12113D-08  0.25899D-08 -0.64292D-08  0.27573D-08  0.79143D-09 -0.43334D-09  0.14648D-08  0.51807D-08  0.25570D-08  0.39300D-09 -0.31574D-08 -0.39861D-09  0.46524D-09  0.43000D-09 -0.46220D-08 -0.47530D-08 -0.88774D-08 -0.24610D-08 -0.47648D-08 -0.10782D-07 -0.21550D-08 -0.18500D-08  0.34679D-08  0.44268D-08  0.30491D-08 -0.29097D-08  0.44276D-08  0.53781D-08 -0.12402D-08 -0.93330D-09 -0.69166D-08 -0.27242D-08  0.11004D-07  0.16686D-07  0.11397D-07  0.12319D-08 -0.60438D-08 -0.11914D-07 -0.11945D-07  0.80388D-10 -0.35635D-08 -0.49058D-08  0.15555D-08 -0.32884D-08  0.46963D-09  0.12342D-08  0.34707D-08 -0.71985D-09 -0.91857D-09  0.97294D-10  0.16606D-08  0.14182D-10  0.54208D-09  0.25618D-08 -0.45203D-08  0.22951D-08  0.69362D-10  0.26370D-08 -0.66701D-08 -0.14507D-08 -0.31179D-08  0.76410D-09  0.10039D-08
j=   2  -0.18722D-09  0.31567D-08 -0.11899D-08  0.47247D-08  0.82948D-09 -0.45449D-09  0.14169D-08 -0.63481D-09  0.10515D-08 -0.85399D-09 -0.41271D-09  0.17665D-08  0.25543D-08 -0.25354D-08  0.19204D-08 -0.17004D-08  0.44116D-09 -0.18881D-09 -0.34033D-09 -0.16519D-09  0.87636D-09  0.23057D-10 -0.10178D-08  0.12655D-08 -0.37001D-09  0.98001D-09  0.61720D-09 -0.65791D-09  0.11402D-08 -0.25379D-08  0.16318D-08 -0.12114D-08  0.14770D-08  0.11159D-09  0.33212D-09  0.18809D-08  0.17835D-08  0.76563D-09  0.17077D-08  0.22464D-07 -0.18987D-08 -0.15190D-08 -0.58705D-09 -0.27635D-08 -0.24781D-08 -0.87399D-09  0.29913D-09  0.64420D-09 -0.91098D-09  0.29368D-09  0.22958D-08  0.35878D-08  0.14053D-08  0.29121D-08  0.59126D-08  0.11324D-07  0.79157D-08 -0.37118D-08  0.99396D-09 -0.52756D-08  0.14550D-09  0.36140D-09 -0.67610D-08 -0.59870D-08  0.40625D-08  0.57466D-08  0.14421D-08  0.48533D-08  0.30437D-08 -0.69880D-08 -0.10866D-07 -0.25602D-08  0.71608D-08  0.84550D-08  0.49875D-08 -0.73200D-09 -0.25353D-08 -0.43356D-09 -0.10540D-09 -0.29392D-08  0.57669D-08 -0.45326D-08 -0.30340D-08 -0.14467D-08  0.29225D-08 -0.16676D-11 -0.17420D-08 -0.57597D-09  0.14749D-08 -0.35320D-08  0.15107D-08  0.90800D-09 -0.39182D-09  0.30972D-09 -0.34443D-08  0.42875D-08  0.36305D-08  0.20096D-08 -0.10615D-08 -0.74194D-09
j=   3   0.73317D-09 -0.10860D-08  0.20672D-09  0.33399D-09 -0.50177D-08 -0.11819D-09  0.24702D-08  0.95541D-09 -0.67367D-09 -0.12677D-09  0.30593D-08 -0.11544D-08  0.13783D-08 -0.19774D-08 -0.79859D-09  0.35391D-09 -0.49939D-09  0.14508D-08  0.52985D-09  0.75378D-11  0.16574D-08  0.12316D-08 -0.17199D-08  0.17442D-09  0.19540D-08  0.24887D-08 -0.18501D-08  0.32832D-08 -0.14403D-08  0.23114D-08  0.10454D-08 -0.13151D-08 -0.79427D-10 -0.68378D-09 -0.24325D-08  0.63334D-09  0.81197D-09  0.29841D-08 -0.14524D-08 -0.23400D-07 -0.60044D-09  0.37578D-08  0.31518D-08  0.18433D-09 -0.26484D-08 -0.78291D-10  0.70520D-10  0.46638D-10  0.98413D-09 -0.13851D-08  0.82565D-09  0.23578D-08  0.33157D-08  0.32456D-08  0.89969D-09  0.44450D-08  0.21634D-08  0.31839D-09 -0.38796D-08  0.63773D-09  0.19760D-08  0.25575D-08  0.11143D-08 -0.16046D-07 -0.46643D-08 -0.27267D-08 -0.35888D-08  0.22391D-08 -0.87081D-09 -0.90874D-08  0.53111D-08 -0.37986D-08  0.83898D-08 -0.16303D-09  0.51267D-08  0.38319D-08  0.16612D-08 -0.23385D-08 -0.58791D-09 -0.84565D-09 -0.23316D-08  0.23840D-08 -0.87441D-09 -0.12403D-08 -0.10859D-08 -0.28587D-10 -0.55849D-09  0.42143D-09  0.11211D-08  0.14936D-08 -0.24326D-09  0.31305D-08 -0.15306D-08 -0.27824D-09 -0.33507D-09 -0.76183D-09 -0.12396D-08 -0.19037D-08 -0.59549D-09  0.11979D-08
j=   4   0.11722D-09 -0.40787D-09 -0.14131D-08 -0.20260D-08 -0.10693D-08  0.28052D-08 -0.11370D-08  0.27671D-08 -0.14813D-08  0.11369D-08 -0.31603D-08 -0.18667D-09 -0.13911D-08 -0.72254D-09  0.10670D-08  0.14915D-08 -0.61443D-09 -0.30062D-09  0.76329D-09 -0.98892D-10 -0.67458D-08 -0.61642D-09  0.26040D-09 -0.16667D-09 -0.15548D-09 -0.11869D-08  0.21647D-08 -0.27632D-08  0.12452D-08 -0.23722D-08 -0.11216D-09 -0.44499D-08  0.37370D-08 -0.17349D-08 -0.34946D-08  0.21519D-08 -0.53035D-09 -0.90618D-09 -0.12054D-08 -0.20550D-08  0.21968D-08  0.18146D-08 -0.18900D-08  0.11732D-09  0.18274D-08 -0.15393D-08  0.12472D-08 -0.56840D-08  0.26339D-08  0.57240D-09 -0.63333D-09  0.30483D-08  0.98597D-09  0.39659D-08 -0.59100D-09  0.10354D-08 -0.44597D-08  0.75094D-08  0.33505D-08 -0.68292D-08 -0.30753D-08 -0.87169D-09  0.58063D-08  0.49343D-08 -0.43717D-09  0.37678D-08 -0.12458D-09  0.58134D-08  0.32474D-09 -0.19974D-08 -0.45397D-08 -0.53846D-08  0.77455D-09  0.16464D-08  0.20427D-08  0.14839D-08  0.44936D-09  0.51176D-08  0.10927D-08 -0.16204D-08 -0.61884D-09  0.37309D-08  0.19552D-08  0.34587D-09  0.88246D-09  0.13474D-08  0.10090D-08  0.53260D-09 -0.15096D-08 -0.24751D-08 -0.56916D-09 -0.15606D-08  0.51537D-09  0.16009D-08  0.18707D-08 -0.33709D-08 -0.53498D-08 -0.74175D-10  0.17752D-08 -0.14645D-09
j=   5  -0.20330D-09 -0.30619D-08  0.16916D-08  0.93254D-09  0.46008D-08  0.73544D-09 -0.97789D-09  0.56181D-09  0.11900D-08 -0.64460D-09  0.11574D-08 -0.11752D-08 -0.22182D-08  0.25182D-08 -0.80869D-09 -0.13354D-11  0.38518D-09  0.22176D-09  0.80148D-09  0.58389D-09  0.66989D-08 -0.39286D-08  0.34053D-08  0.20385D-08 -0.38163D-09 -0.12245D-10 -0.18199D-08  0.76000D-09  0.22993D-09 -0.12357D-08 -0.95221D-09  0.12252D-08  0.22302D-09 -0.27983D-08 -0.39203D-08  0.31661D-08 -0.13344D-08 -0.84329D-09 -0.10363D-08  0.35796D-08 -0.94725D-09  0.50044D-09 -0.23108D-08  0.56803D-09 -0.26630D-10  0.69079D-09 -0.43819D-09  0.33773D-08  0.16932D-08  0.32143D-08 -0.37694D-10  0.75496D-09  0.20979D-08 -0.35795D-08 -0.42306D-08  0.41497D-09  0.10484D-08 -0.21427D-08 -0.56672D-08 -0.17547D-08 -0.66506D-09 -0.34694D-08 -0.81071D-08  0.48709D-08  0.81972D-09 -0.12916D-09  0.10388D-08 -0.17664D-08 -0.39063D-08  0.42185D-08 -0.96203D-08  0.40675D-08 -0.12247D-07  0.20327D-08  0.13605D-08  0.11157D-08 -0.16818D-08 -0.33975D-08  0.26955D-08  0.37384D-09 -0.82471D-09 -0.23949D-08  0.69192D-11  0.34516D-08 -0.10141D-08  0.18129D-08  0.80662D-09  0.29560D-09 -0.73541D-09  0.30007D-09 -0.11149D-08  0.62803D-09 -0.11106D-08 -0.70821D-09  0.16995D-09  0.27593D-08  0.44384D-08  0.57237D-09  0.38873D-08 -0.39179D-09
j=   6   0.25361D-09  0.59612D-09  0.65206D-09  0.57360D-09 -0.16293D-08  0.56168D-09 -0.77513D-10 -0.27091D-08  0.48976D-09 -0.47027D-09  0.72285D-09  0.91728D-09  0.33178D-08 -0.42038D-08 -0.15777D-08  0.14507D-09 -0.15506D-08 -0.74848D-09 -0.74903D-09 -0.78619D-09 -0.15421D-08 -0.51219D-09  0.67781D-09  0.28118D-08 -0.35342D-08  0.24482D-08 -0.12507D-08  0.56330D-10  0.63406D-09  0.13870D-08 -0.24595D-08  0.24893D-09 -0.99555D-10  0.14282D-08  0.39966D-09 -0.16980D-08 -0.12317D-08  0.39177D-08  0.17526D-08  0.40484D-09 -0.30095D-08 -0.10401D-08 -0.38514D-08  0.11067D-08 -0.36300D-08 -0.32354D-10 -0.14969D-09 -0.13089D-09  0.44137D-10 -0.30847D-08  0.15753D-08 -0.82210D-09 -0.25485D-08 -0.49192D-08 -0.19541D-08 -0.79652D-09 -0.12152D-08  0.29691D-08  0.37011D-08 -0.56350D-08  0.68731D-08  0.54989D-08  0.18415D-08 -0.85168D-09  0.22331D-08  0.19636D-09 -0.20798D-08 -0.34795D-08  0.73028D-10  0.52011D-08  0.52047D-08  0.12225D-08  0.12971D-08 -0.17109D-08 -0.53715D-09 -0.20814D-08 -0.26694D-11  0.34069D-08 -0.30537D-08  0.32829D-08  0.50385D-09 -0.42095D-08  0.10281D-08  0.18284D-09  0.41782D-09 -0.22454D-08 -0.13672D-08  0.49564D-09  0.13084D-08  0.27937D-09  0.26819D-09 -0.55362D-09 -0.31038D-09  0.14907D-08  0.35167D-09 -0.48755D-09  0.11652D-09  0.13370D-08 -0.28314D-08  0.20019D-08
j=   7   0.10099D-08  0.14165D-08  0.21344D-08  0.10851D-08  0.14701D-08  0.64633D-10  0.12169D-08 -0.99105D-09  0.47780D-09  0.44232D-09 -0.36829D-09 -0.39242D-09 -0.30621D-09  0.17423D-08  0.69813D-09  0.48005D-09 -0.39568D-09 -0.21777D-08 -0.17855D-08  0.37778D-09 -0.86299D-09 -0.10089D-08 -0.23200D-08 -0.82456D-09 -0.96987D-09  0.35588D-08 -0.32357D-08  0.59956D-09  0.80881D-09  0.58369D-09 -0.10772D-08 -0.86219D-09 -0.10223D-08  0.81850D-09 -0.28778D-08  0.25865D-08  0.20234D-08  0.50203D-09  0.17631D-08 -0.44385D-09 -0.28491D-08  0.19393D-08  0.58747D-08  0.17626D-08 -0.73660D-10 -0.13874D-08  0.39937D-09 -0.63663D-09 -0.82387D-09  0.68836D-09 -0.18054D-08 -0.27312D-08 -0.30260D-09  0.15112D-08  0.13559D-08  0.52017D-09  0.35282D-08  0.99545D-09  0.84165D-08 -0.31225D-08 -0.65086D-08  0.16431D-08  0.26119D-08  0.43159D-08 -0.43134D-08  0.80267D-08  0.13111D-08 -0.18663D-08  0.57642D-08 -0.28568D-08  0.50842D-08  0.27848D-08 -0.26464D-08  0.54320D-09 -0.67297D-09 -0.28080D-09 -0.51802D-09 -0.84348D-09  0.24948D-08  0.63767D-09 -0.10410D-09 -0.54049D-09 -0.14975D-08 -0.68541D-09  0.14382D-09 -0.11758D-08  0.55903D-09 -0.17132D-08  0.27449D-08  0.85260D-09 -0.76444D-09 -0.16678D-08 -0.10173D-08 -0.19287D-09 -0.16139D-08  0.61850D-10 -0.58201D-09 -0.79046D-09 -0.34435D-09 -0.59136D-09
j=   8  -0.19604D-09  0.22851D-10 -0.22171D-08 -0.88781D-09 -0.91727D-09 -0.13990D-08  0.16087D-08  0.25829D-08 -0.13802D-08  0.19496D-09  0.11883D-09 -0.17464D-08 -0.16366D-08 -0.33861D-09  0.22194D-08 -0.10314D-08  0.12922D-08  0.18954D-08  0.26829D-08 -0.55601D-09 -0.27495D-08  0.71902D-09 -0.31273D-08 -0.19361D-09  0.16950D-09 -0.29428D-09  0.11695D-08  0.83314D-09  0.20942D-08 -0.18739D-08  0.45993D-09 -0.12644D-08 -0.85919D-09  0.80761D-09 -0.72719D-09 -0.25495D-08  0.32663D-08 -0.17866D-08 -0.52692D-08  0.38876D-08 -0.39619D-09 -0.18108D-08  0.71351D-08 -0.17193D-08 -0.25291D-09  0.73142D-09  0.10960D-08 -0.10465D-08 -0.25564D-09  0.39952D-08  0.23792D-08  0.28214D-08  0.11440D-08 -0.13334D-09 -0.32206D-08  0.55444D-08 -0.63506D-08  0.19871D-08  0.13134D-08  0.10371D-09 -0.58305D-08 -0.58268D-10  0.23576D-09 -0.37685D-08 -0.48403D-08 -0.98722D-08 -0.21884D-08  0.16125D-08  0.16789D-09  0.42005D-08 -0.51123D-08 -0.23344D-09  0.35985D-09  0.28930D-08  0.14533D-08 -0.16146D-08  0.25115D-08 -0.43303D-09  0.23809D-08  0.29201D-08  0.28432D-08  0.15584D-08 -0.23892D-08 -0.36750D-10  0.13216D-08 -0.16629D-08  0.15724D-08  0.10387D-08  0.12377D-09  0.60903D-09  0.36923D-10  0.91671D-09  0.35863D-08 -0.24913D-08  0.18688D-08 -0.13449D-09 -0.77013D-10  0.30109D-10 -0.21513D-09  0.13671D-08
j=   9   0.56202D-10  0.15169D-09 -0.12427D-08 -0.66574D-09 -0.17974D-08 -0.32272D-09 -0.11830D-08  0.16928D-09  0.58138D-09 -0.71638D-09 -0.13845D-09  0.71141D-09  0.96536D-09 -0.31533D-09 -0.22664D-08 -0.38512D-08  0.21229D-08 -0.25102D-09  0.15890D-10 -0.16623D-09  0.24086D-08 -0.33388D-09  0.17721D-08 -0.75840D-09 -0.18320D-08 -0.73565D-09  0.34659D-10  0.94437D-09  0.46769D-09 -0.25287D-08  0.57911D-09  0.63587D-09 -0.29946D-09  0.76069D-09 -0.15659D-09  0.16550D-08 -0.25238D-09 -0.21659D-08  0.35920D-08 -0.14164D-08 -0.24058D-08 -0.11766D-08  0.83170D-09 -0.14921D-08  0.22568D-08 -0.38103D-08  0.70192D-09 -0.23466D-08 -0.21285D-08 -0.50093D-08 -0.74241D-09 -0.77075D-09 -0.21360D-08 -0.57061D-09 -0.16832D-08 -0.21603D-08  0.41496D-08  0.64888D-09 -0.23234D-08  0.70737D-09  0.31521D-08  0.21961D-08 -0.23765D-09  0.45357D-09 -0.81019D-09  0.14258D-08 -0.33961D-09  0.34402D-08  0.18313D-09  0.54025D-09 -0.20563D-08 -0.11331D-08  0.21603D-08 -0.13804D-08  0.13289D-08  0.12402D-08 -0.63049D-08  0.39745D-09 -0.46704D-09 -0.15323D-09  0.11513D-09 -0.16168D-08  0.34532D-08 -0.27612D-09 -0.27653D-08  0.60729D-09 -0.16880D-08  0.57096D-10 -0.33040D-08 -0.19736D-08  0.14688D-08 -0.14461D-09 -0.39738D-09  0.10659D-09  0.15643D-08 -0.43036D-09  0.14606D-09 -0.60154D-09 -0.37898D-09 -0.29222D-08
j=  10   0.58932D-10 -0.76370D-10  0.18892D-08 -0.85143D-09  0.10599D-08 -0.36904D-09  0.13671D-08 -0.23599D-10  0.36986D-08 -0.12577D-08  0.55526D-09  0.20464D-08  0.18323D-08 -0.13613D-09 -0.11840D-09  0.26461D-08 -0.99831D-09 -0.22620D-10 -0.11303D-08  0.46413D-09 -0.21281D-08 -0.91716D-09  0.16637D-08 -0.80425D-10 -0.13570D-09 -0.66683D-10 -0.18116D-09 -0.16040D-08  0.23739D-08  0.13724D-08 -0.43430D-08  0.30860D-08  0.84035D-10 -0.10074D-08  0.16124D-08  0.76246D-09 -0.91433D-09 -0.10870D-08  0.20970D-08 -0.39038D-08 -0.30254D-08  0.46280D-08 -0.74625D-08 -0.12823D-09  0.26356D-08 -0.10106D-08 -0.13426D-08  0.28951D-08  0.28892D-09 -0.34426D-09 -0.35373D-08 -0.92025D-09  0.44489D-09 -0.24601D-08  0.65872D-09 -0.52902D-08  0.40240D-08 -0.34928D-08 -0.10924D-08  0.22074D-08  0.26452D-08 -0.33442D-08 -0.44143D-09 -0.28492D-09 -0.62154D-10  0.41477D-08  0.43337D-08  0.57425D-09  0.20115D-10 -0.67702D-08  0.25205D-09 -0.16257D-08 -0.19719D-08  0.44700D-09 -0.10827D-08 -0.14737D-09 -0.81703D-09 -0.35838D-08 -0.29319D-08 -0.21812D-08 -0.15781D-08  0.19463D-09 -0.13928D-09 -0.62678D-09  0.77012D-09  0.14370D-08 -0.74844D-09 -0.47744D-09  0.97113D-09 -0.11449D-08 -0.87393D-09 -0.20508D-08 -0.12994D-08  0.18175D-08 -0.55815D-08 -0.11097D-10  0.42989D-10  0.19010D-08  0.49857D-09  0.20562D-09
